Артикул продукции,Продукция,Артикул материала,Материал,Цех_511,Цех_522,Цех_533,Цех_544,Цех_555
92,723,175,57.0,False,False,True,False,False
97,408,175,57.0,False,False,True,False,False
10,172,251,108.75,False,False,False,False,True
10,172,279,392.0,False,False,False,False,True
100,251,175,57.0,False,False,True,False,False
68,151,175,57.0,False,False,True,False,False
74,285,251,108.75,False,False,False,False,True
83,1671,251,108.75,False,False,False,False,True
83,1671,279,392.0,False,False,False,False,True
22,361,175,57.0,False,False,True,False,False
24,704,79,77.0,False,True,False,False,False
29,635,79,77.0,False,True,False,False,False
84,2205,175,57.0,False,False,True,False,False
88,1211,79,77.0,False,True,False,False,False
503,492,223,7.0,False,False,False,True,False
1,1512,223,7.0,False,False,False,True,False
1,879,223,7.0,False,False,False,True,False
3,544,223,7.0,False,False,False,True,False
1,1081,223,7.0,False,False,False,True,False
0,1449,223,7.0,False,False,False,True,False
17,1111,223,7.0,False,False,False,True,False
13,901,223,7.0,False,False,False,True,False
9,659,223,7.0,False,False,False,True,False
0,498,223,7.0,False,False,False,True,False
2,296,223,7.0,False,False,False,True,False
4,98,235,48.0,False,False,True,False,False
11,406,223,7.0,False,False,False,True,False
4,98,249,45.0,False,False,True,False,False
517,263,81,48.0,False,True,False,False,False
392,1311,81,48.0,False,True,False,False,False
350,449,81,48.0,False,True,False,False,False
623,333,81,48.0,False,True,False,False,False
623,714,81,48.0,False,True,False,False,False
199,233,81,48.0,False,True,False,False,False
482,1214,81,48.0,False,True,False,False,False
347,649,81,48.0,False,True,False,False,False
24,716,81,48.0,False,True,False,False,False
513,123,167,15.0,False,False,True,False,False
544,729,167,15.0,False,False,True,False,False
544,729,133,101.33333333333331,False,False,True,False,False
560,817,167,15.0,False,False,True,False,False
560,817,133,101.33333333333331,False,False,True,False,False
356,269,167,15.0,False,False,True,False,False
513,123,133,101.33333333333331,False,False,True,False,False
127,592,167,15.0,False,False,True,False,False
127,592,133,101.33333333333331,False,False,True,False,False
481,525,167,15.0,False,False,True,False,False
481,525,133,101.33333333333331,False,False,True,False,False
420,1018,167,15.0,False,False,True,False,False
356,269,133,101.33333333333331,False,False,True,False,False
420,1018,133,101.33333333333331,False,False,True,False,False
449,2429,240,198.0,False,False,False,True,False
552,258,212,43.5,False,False,False,False,True
80,531,240,198.0,False,False,False,True,False
458,1118,212,43.5,False,False,False,False,True
50,321,240,198.0,False,False,False,True,False
383,1544,212,43.5,False,False,False,False,True
278,1754,240,198.0,False,False,False,True,False
486,1984,240,198.0,False,False,False,True,False
272,731,212,43.5,False,False,False,False,True
261,492,240,198.0,False,False,False,True,False
67,1122,240,198.0,False,False,False,True,False
466,1318,240,198.0,False,False,False,True,False
307,200,240,198.0,False,False,False,True,False
178,310,212,43.5,False,False,False,False,True
214,2081,240,198.0,False,False,False,True,False
420,693,240,198.0,False,False,False,True,False
38,433,212,43.5,False,False,False,False,True
466,610,212,43.5,False,False,False,False,True
64,2429,212,43.5,False,False,False,False,True
532,1042,212,43.5,False,False,False,False,True
484,1527,212,43.5,False,False,False,False,True
83,2169,212,43.5,False,False,False,False,True
101,156,212,43.5,False,False,False,False,True
102,1784,240,198.0,False,False,False,True,False
236,2462,212,43.5,False,False,False,False,True
20,913,240,198.0,False,False,False,True,False
71,564,212,43.5,False,False,False,False,True
183,1142,240,198.0,False,False,False,True,False
323,764,240,198.0,False,False,False,True,False
217,1383,254,178.0,False,False,True,False,False
408,1587,254,178.0,False,False,True,False,False
271,553,254,178.0,False,False,True,False,False
39,399,254,178.0,False,False,True,False,False
358,464,254,178.0,False,False,True,False,False
505,770,254,178.0,False,False,True,False,False
164,603,254,178.0,False,False,True,False,False
50,410,254,178.0,False,False,True,False,False
192,1852,191,368.0,False,False,False,True,False
118,2186,191,368.0,False,False,False,True,False
1,794,191,368.0,False,False,False,True,False
362,191,191,368.0,False,False,False,True,False
307,471,191,368.0,False,False,False,True,False
224,915,191,368.0,False,False,False,True,False
390,258,191,368.0,False,False,False,True,False
341,2312,191,368.0,False,False,False,True,False
329,916,104,34.4,False,False,False,True,False
341,2417,104,34.4,False,False,False,True,False
364,499,104,34.4,False,False,False,True,False
111,1633,104,34.4,False,False,False,True,False
343,1426,104,34.4,False,False,False,True,False
79,625,104,34.4,False,False,False,True,False
280,2070,104,34.4,False,False,False,True,False
177,1577,104,34.4,False,False,False,True,False
382,942,104,34.4,False,False,False,True,False
398,999,104,34.4,False,False,False,True,False
130,1286,104,34.4,False,False,False,True,False
52,904,104,34.4,False,False,False,True,False
287,288,104,34.4,False,False,False,True,False
342,1075,137,2.6666666666666665,False,True,False,False,False
99,409,137,2.6666666666666665,False,True,False,False,False
209,1002,137,2.6666666666666665,False,True,False,False,False
287,320,137,2.6666666666666665,False,True,False,False,False
323,1930,137,2.6666666666666665,False,True,False,False,False
132,737,137,2.6666666666666665,False,True,False,False,False
372,302,137,2.6666666666666665,False,True,False,False,False
220,256,137,2.6666666666666665,False,True,False,False,False
158,262,137,2.6666666666666665,False,True,False,False,False
204,1058,137,2.6666666666666665,False,True,False,False,False
302,472,142,24.0,False,False,True,False,False
215,17,137,2.6666666666666665,False,True,False,False,False
292,906,137,2.6666666666666665,False,True,False,False,False
304,1363,137,2.6666666666666665,False,True,False,False,False
382,366,137,2.6666666666666665,False,True,False,False,False
262,450,142,24.0,False,False,True,False,False
47,656,242,110.0,False,False,False,True,False
93,1170,242,110.0,False,False,False,True,False
70,557,242,110.0,False,False,False,True,False
118,214,242,110.0,False,False,False,True,False
17,950,242,110.0,False,False,False,True,False
14,1151,242,110.0,False,False,False,True,False
144,1347,242,110.0,False,False,False,True,False
202,912,242,110.0,False,False,False,True,False
117,133,242,110.0,False,False,False,True,False
34,2225,242,110.0,False,False,False,True,False
184,2327,242,110.0,False,False,False,True,False
98,864,242,110.0,False,False,False,True,False
99,1799,242,110.0,False,False,False,True,False
145,586,276,73.0,True,False,False,False,False
196,781,276,73.0,True,False,False,False,False
19,334,276,73.0,True,False,False,False,False
204,136,276,73.0,True,False,False,False,False
38,576,100,82.0,True,False,False,False,False
88,572,100,82.0,True,False,False,False,False
15,648,100,82.0,True,False,False,False,False
34,546,100,82.0,True,False,False,False,False
82,1029,72,65.0,False,False,False,True,False
107,209,100,82.0,True,False,False,False,False
40,1754,100,82.0,True,False,False,False,False
61,235,100,82.0,True,False,False,False,False
125,1920,72,65.0,False,False,False,True,False
85,1704,100,82.0,True,False,False,False,False
69,1316,100,82.0,True,False,False,False,False
28,1751,72,65.0,False,False,False,True,False
39,349,100,82.0,True,False,False,False,False
1,898,72,65.0,False,False,False,True,False
59,196,72,65.0,False,False,False,True,False
117,1249,72,65.0,False,False,False,True,False
70,864,72,65.0,False,False,False,True,False
62,612,72,65.0,False,False,False,True,False
74,201,72,65.0,False,False,False,True,False
82,1642,4,4.5,False,False,False,False,True
90,478,4,4.5,False,False,False,False,True
31,2602,4,4.5,False,False,False,False,True
81,351,4,4.5,False,False,False,False,True
206,258,110,66.66666666666667,False,False,False,False,True
1,890,110,66.66666666666667,False,False,False,False,True
7,727,110,66.66666666666667,False,False,False,False,True
10,304,110,66.66666666666667,False,False,False,False,True
11,217,110,66.66666666666667,False,False,False,False,True
8,1529,110,66.66666666666667,False,False,False,False,True
432,1188,22,141.0,False,True,False,False,False
225,1625,22,141.0,False,True,False,False,False
2,186,22,141.0,False,True,False,False,False
496,367,22,141.0,False,True,False,False,False
323,521,22,141.0,False,True,False,False,False
64,1065,22,141.0,False,True,False,False,False
228,1491,22,141.0,False,True,False,False,False
307,2589,225,63.0,False,False,False,True,False
571,2102,225,63.0,False,False,False,True,False
303,483,225,63.0,False,False,False,True,False
54,1184,225,63.0,False,False,False,True,False
557,470,225,63.0,False,False,False,True,False
545,2092,225,63.0,False,False,False,True,False
234,578,225,63.0,False,False,False,True,False
508,623,225,63.0,False,False,False,True,False
571,469,225,63.0,False,False,False,True,False
383,2029,225,63.0,False,False,False,True,False
597,291,225,63.0,False,False,False,True,False
579,218,225,63.0,False,False,False,True,False
415,109,213,138.0,True,False,False,False,False
343,268,213,138.0,True,False,False,False,False
230,1364,213,138.0,True,False,False,False,False
261,477,213,138.0,True,False,False,False,False
446,1864,213,138.0,True,False,False,False,False
35,543,213,138.0,True,False,False,False,False
552,400,213,138.0,True,False,False,False,False
242,396,213,138.0,True,False,False,False,False
74,366,213,138.0,True,False,False,False,False
456,1042,139,31.5,True,False,False,False,False
100,703,139,31.5,True,False,False,False,False
319,1515,239,17.25,False,True,False,False,False
230,121,175,139.5,False,False,False,False,True
177,773,239,17.25,False,True,False,False,False
11,551,139,31.5,True,False,False,False,False
274,316,175,139.5,False,False,False,False,True
223,674,139,31.5,True,False,False,False,False
418,1645,239,17.25,False,True,False,False,False
474,258,239,17.25,False,True,False,False,False
8,1185,239,17.25,False,True,False,False,False
202,289,139,31.5,True,False,False,False,False
277,397,139,31.5,True,False,False,False,False
259,755,139,31.5,True,False,False,False,False
464,1402,239,17.25,False,True,False,False,False
52,894,175,139.5,False,False,False,False,True
24,1270,175,139.5,False,False,False,False,True
280,165,139,31.5,True,False,False,False,False
416,196,239,17.25,False,True,False,False,False
417,665,239,17.25,False,True,False,False,False
501,1591,175,139.5,False,False,False,False,True
3,1246,175,139.5,False,False,False,False,True
527,171,139,31.5,True,False,False,False,False
413,216,139,31.5,True,False,False,False,False
28,221,239,17.25,False,True,False,False,False
488,1650,139,31.5,True,False,False,False,False
117,634,175,139.5,False,False,False,False,True
46,228,239,17.25,False,True,False,False,False
152,221,139,31.5,True,False,False,False,False
505,1341,239,17.25,False,True,False,False,False
407,605,239,17.25,False,True,False,False,False
124,2696,139,31.5,True,False,False,False,False
50,35,174,16.2,False,False,False,False,True
220,527,174,16.2,False,False,False,False,True
16,634,174,16.2,False,False,False,False,True
467,1429,174,16.2,False,False,False,False,True
429,1575,174,16.2,False,False,False,False,True
14,1660,174,16.2,False,False,False,False,True
479,215,174,16.2,False,False,False,False,True
324,528,174,16.2,False,False,False,False,True
252,1503,174,16.2,False,False,False,False,True
200,748,102,7.0,False,True,False,False,False
148,1045,102,7.0,False,True,False,False,False
386,1417,102,7.0,False,True,False,False,False
357,230,102,7.0,False,True,False,False,False
199,1393,102,7.0,False,True,False,False,False
65,1135,102,7.0,False,True,False,False,False
359,494,102,7.0,False,True,False,False,False
116,322,102,7.0,False,True,False,False,False
204,578,102,7.0,False,True,False,False,False
372,1104,102,7.0,False,True,False,False,False
165,602,102,7.0,False,True,False,False,False
292,623,94,108.0,False,False,True,False,False
290,373,94,108.0,False,False,True,False,False
87,1223,94,108.0,False,False,True,False,False
273,953,94,108.0,False,False,True,False,False
41,312,94,108.0,False,False,True,False,False
121,232,230,115.5,False,False,False,False,True
77,905,94,108.0,False,False,True,False,False
119,113,94,108.0,False,False,True,False,False
20,386,94,108.0,False,False,True,False,False
94,115,94,108.0,False,False,True,False,False
75,193,230,115.5,False,False,False,False,True
97,574,94,108.0,False,False,True,False,False
134,2861,230,115.5,False,False,False,False,True
252,951,230,115.5,False,False,False,False,True
106,765,230,115.5,False,False,False,False,True
46,1461,230,115.5,False,False,False,False,True
284,297,94,108.0,False,False,True,False,False
325,1738,230,115.5,False,False,False,False,True
149,601,230,115.5,False,False,False,False,True
204,1805,94,108.0,False,False,True,False,False
210,464,94,108.0,False,False,True,False,False
303,211,230,115.5,False,False,False,False,True
262,156,94,108.0,False,False,True,False,False
84,939,230,115.5,False,False,False,False,True
199,2209,229,50.4,False,False,False,True,False
31,457,148,88.5,False,False,False,False,True
